age;genre;diplome;nationalite;gsp;sociopro;menage;position;choix;horaires;heures_plus;nafg017un;secteur
15-29a;Femmes;Bac techno/pro;Français de naissance;Ouvriers;Ouvriers non qual industrie;Famille monoparentale;Manoeuvres ou OS;Contrat choisi;Temps complet +40h;Souhaite pas plus d'heures;C1;Fabrication alimentaire et tabacs
15-29a;Femmes;Bac techno/pro;Français de naissance;Ouvriers;Ouvriers non qual industrie;Famille monoparentale;Manoeuvres ou OS;Contrat choisi;Temps complet +40h;Souhaite pas plus d'heures;C1;Fabrication alimentaire et tabacs
40-49a;Hommes;Bac général;Etrangers;Ouvriers;Ouvriers non qual industrie;Couple avec enfant(s);Manoeuvres ou OS;Contrat subi;Temps complet 35-39h;Souhaite plus d'heures;HZ;Transports et entreposage
15-29a;Femmes;Brevet collèges ou CEP;Français de naissance;Ouvriers;Ouvriers non qual industrie;Famille monoparentale;Autres, nr;Contrat subi;Temps complet -35h;Souhaite pas plus d'heures;C1;Fabrication alimentaire et tabacs
40-49a;Hommes;CAP/BEP;Français de naissance;Ouvriers;Ouvriers qual industrie;Couple avec enfant(s);Ouvriers qual, techniciens d'atelier;Contrat subi;Temps complet 35-39h;Souhaite plus d'heures;IZ;Héberg et restauration
40-49a;Hommes;CAP/BEP;Français de naissance;Ouvriers;Ouvriers qual industrie;Couple avec enfant(s);Ouvriers qual, techniciens d'atelier;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;IZ;Héberg et restauration
40-49a;Hommes;Sans diplôme;Français de naissance;Ouvriers;Ouvriers non qual industrie;Couple avec enfant(s);Autres, nr;Contrat subi;Temps complet 35-39h;Souhaite plus d'heures;HZ;Transports et entreposage
+50a;Hommes;Sans diplôme;Etrangers;Ouvriers;Ouvriers non qual artisanat et agric;Personne seule;Manoeuvres ou OS;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;FZ;Construction
+50a;Hommes;Sans diplôme;Etrangers;Ouvriers;Ouvriers non qual artisanat et agric;Personne seule;Manoeuvres ou OS;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;FZ;Construction
+50a;Hommes;Sans diplôme;Etrangers;Ouvriers;Ouvriers non qual artisanat et agric;Personne seule;Manoeuvres ou OS;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;FZ;Construction
+50a;Hommes;CAP/BEP;Français naturalisés;Ouvriers;Ouvriers qual artisanat;Couple avec enfant(s);Ouvriers qual, techniciens d'atelier;Contrat subi;Pas d'horaire habituel;Souhaite pas plus d'heures;FZ;Construction
+50a;Hommes;CAP/BEP;Français naturalisés;Ouvriers;Ouvriers qual artisanat;Couple avec enfant(s);Ouvriers qual, techniciens d'atelier;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;FZ;Construction
+50a;Hommes;CAP/BEP;Français naturalisés;Ouvriers;Ouvriers qual industrie;Couple sans enfant;Ouvriers qual, techniciens d'atelier;Contrat choisi;Temps complet 35-39h;Souhaite pas plus d'heures;FZ;Construction
15-29a;Hommes;CAP/BEP;Français de naissance;Ouvriers;Ouvriers qual industrie;Couple avec enfant(s);Ouvriers qual, techniciens d'atelier;Contrat subi;Temps complet 35-39h;Souhaite plus d'heures;FZ;Construction
15-29a;Hommes;CAP/BEP;Français de naissance;Ouvriers;Chauffeurs;Couple avec enfant(s);Autres, nr;Contrat subi;Pas d'horaire habituel;Souhaite pas plus d'heures;HZ;Transports et entreposage
15-29a;Hommes;CAP/BEP;Français de naissance;Ouvriers;Ouvriers qual industrie;Couple avec enfant(s);Ouvriers qual, techniciens d'atelier;Contrat subi;Temps complet 35-39h;Souhaite plus d'heures;FZ;Construction
30-39a;Femmes;Sans diplôme;Français de naissance;Employé-e-s;Employés commerciaux du privé;Famille monoparentale;Autres, nr;Contrat choisi;Pas d'horaire habituel;Souhaite pas plus d'heures;GZ;Commerce
30-39a;Femmes;Sans diplôme;Français de naissance;Employé-e-s;Employés commerciaux du privé;Famille monoparentale;Autres, nr;Contrat choisi;Temps partiel;Souhaite plus d'heures;GZ;Commerce
15-29a;Hommes;CAP/BEP;Français de naissance;Ouvriers;Ouvriers qual manut, magasin, transport;Couple avec enfant(s);Ouvriers qual, techniciens d'atelier;Contrat subi;Temps complet 35-39h;Souhaite plus d'heures;HZ;Transports et entreposage
30-39a;Hommes;CAP/BEP;Français de naissance;Ouvriers;Ouvriers qual manut, magasin, transport;Couple avec enfant(s);Ouvriers qual, techniciens d'atelier;Contrat subi;Temps complet 35-39h;Souhaite plus d'heures;HZ;Transports et entreposage
15-29a;Hommes;Bac techno/pro;Français de naissance;Employé-e-s;Employés admin du privé;Couple avec enfant(s);Employés;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;KZ;Autres secteurs
40-49a;Hommes;Sans diplôme;Français de naissance;Ouvriers;Ouvriers qual industrie;Couple avec enfant(s);Manoeuvres ou OS;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;C4;Fab matériel transp
40-49a;Hommes;Sans diplôme;Français de naissance;Ouvriers;Ouvriers qual industrie;Couple avec enfant(s);Manoeuvres ou OS;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;C4;Fab matériel transp
15-29a;Hommes;Bac techno/pro;Français de naissance;Ouvriers;Ouvriers qual artisanat;Autres ménages;Ouvriers qual, techniciens d'atelier;Contrat subi;Temps complet +40h;Souhaite pas plus d'heures;FZ;Construction
+50a;Femmes;Bac techno/pro;Français de naissance;Employé-e-s;Employés commerciaux du privé;Famille monoparentale;Employés;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;GZ;Commerce
15-29a;Hommes;L3 et sup;Français de naissance;CPIS;Cadres et autres professions intermédiaires;Autres ménages;Autres, nr;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;C3;Fab élec, info, machines
40-49a;Hommes;CAP/BEP;Français de naissance;Ouvriers;Ouvriers non qual industrie;Personne seule;Manoeuvres ou OS;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;C4;Fab matériel transp
40-49a;Hommes;CAP/BEP;Français de naissance;Ouvriers;Ouvriers non qual industrie;Personne seule;Autres, nr;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;C4;Fab matériel transp
40-49a;Hommes;Bac techno/pro;Français de naissance;Ouvriers;Ouvriers non qual industrie;Personne seule;Autres, nr;Contrat choisi;Temps complet 35-39h;Souhaite pas plus d'heures;DE;Energie, eau, déchets, dépol
40-49a;Hommes;Bac techno/pro;Français de naissance;Ouvriers;Ouvriers non qual industrie;Personne seule;Autres, nr;Contrat choisi;Temps complet 35-39h;Souhaite pas plus d'heures;DE;Energie, eau, déchets, dépol
40-49a;Hommes;Bac techno/pro;Français de naissance;Ouvriers;Ouvriers non qual industrie;Personne seule;Autres, nr;Contrat choisi;Pas d'horaire habituel;Souhaite pas plus d'heures;GZ;Commerce
30-39a;Hommes;Sans diplôme;Français de naissance;Ouvriers;Ouvriers non qual industrie;Personne seule;Manoeuvres ou OS;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;C3;Fab élec, info, machines
30-39a;Hommes;Sans diplôme;Français de naissance;Ouvriers;Ouvriers non qual industrie;Personne seule;Manoeuvres ou OS;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;C3;Fab élec, info, machines
30-39a;Hommes;Sans diplôme;Français de naissance;Ouvriers;Ouvriers non qual industrie;Personne seule;Manoeuvres ou OS;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;C3;Fab élec, info, machines
40-49a;Hommes;Bac général;Etrangers;Ouvriers;Ouvriers qual manut, magasin, transport;Personne seule;Autres, nr;Contrat subi;Temps complet 35-39h;Souhaite plus d'heures;GZ;Commerce
40-49a;Hommes;Bac général;Etrangers;Ouvriers;Ouvriers qual manut, magasin, transport;Personne seule;Autres, nr;Contrat subi;Temps complet 35-39h;Souhaite plus d'heures;OQ;Admin publiques
40-49a;Hommes;Bac général;Etrangers;Ouvriers;Ouvriers qual manut, magasin, transport;Personne seule;Autres, nr;Contrat subi;Temps complet 35-39h;Souhaite plus d'heures;OQ;Admin publiques
40-49a;Femmes;L2 ou équiv;Français de naissance;Professions intermédiaires;Cadres et autres professions intermédiaires;Famille monoparentale;Employés;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;DE;Energie, eau, déchets, dépol
+50a;Femmes;CAP/BEP;Français de naissance;Ouvriers;Ouvriers qual artisanat;Personne seule;Ouvriers qual, techniciens d'atelier;Contrat choisi;Temps complet +40h;Souhaite pas plus d'heures;GZ;Commerce
+50a;Hommes;Sans diplôme;Français naturalisés;Ouvriers;Ouvriers qual industrie;Couple avec enfant(s);Ouvriers qual, techniciens d'atelier;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;C5;Fab autres prod indus
+50a;Hommes;Sans diplôme;Français naturalisés;Ouvriers;Ouvriers qual industrie;Couple avec enfant(s);Ouvriers qual, techniciens d'atelier;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;C5;Fab autres prod indus
+50a;Hommes;Sans diplôme;Français naturalisés;Ouvriers;Ouvriers qual industrie;Couple avec enfant(s);Ouvriers qual, techniciens d'atelier;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;C5;Fab autres prod indus
+50a;Hommes;Sans diplôme;Français naturalisés;Ouvriers;Ouvriers qual industrie;Couple avec enfant(s);Ouvriers qual, techniciens d'atelier;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;C5;Fab autres prod indus
15-29a;Hommes;Sans diplôme;Français de naissance;Ouvriers;Ouvriers non qual industrie;Couple avec enfant(s);Manoeuvres ou OS;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;C5;Fab autres prod indus
+50a;Femmes;CAP/BEP;Français de naissance;Ouvriers;Ouvriers qual industrie;Couple avec enfant(s);Ouvriers qual, techniciens d'atelier;Contrat choisi;Temps complet 35-39h;Souhaite pas plus d'heures;C5;Fab autres prod indus
+50a;Femmes;CAP/BEP;Français de naissance;Ouvriers;Ouvriers qual industrie;Couple avec enfant(s);Ouvriers qual, techniciens d'atelier;Contrat choisi;Temps complet 35-39h;Souhaite pas plus d'heures;C5;Fab autres prod indus
+50a;Hommes;Sans diplôme;Français naturalisés;Ouvriers;Ouvriers non qual artisanat et agric;Couple avec enfant(s);Manoeuvres ou OS;Contrat choisi;Temps complet 35-39h;Souhaite pas plus d'heures;00;Autres secteurs
30-39a;Hommes;CAP/BEP;Français naturalisés;Ouvriers;Ouvriers qual artisanat;Couple avec enfant(s);Ouvriers qual, techniciens d'atelier;Contrat choisi;Temps complet 35-39h;Souhaite pas plus d'heures;FZ;Construction
+50a;Hommes;Sans diplôme;Français naturalisés;Ouvriers;Ouvriers non qual artisanat et agric;Couple avec enfant(s);Manoeuvres ou OS;Contrat choisi;Temps complet 35-39h;Souhaite plus d'heures;00;Autres secteurs
30-39a;Hommes;CAP/BEP;Français naturalisés;Ouvriers;Ouvriers qual artisanat;Couple avec enfant(s);Ouvriers qual, techniciens d'atelier;Contrat choisi;Temps complet 35-39h;Souhaite pas plus d'heures;FZ;Construction
15-29a;Hommes;L2 ou équiv;Français de naissance;Ouvriers;Ouvriers non qual industrie;Couple avec enfant(s);Manoeuvres ou OS;Contrat choisi;Temps complet 35-39h;Souhaite pas plus d'heures;DE;Energie, eau, déchets, dépol
15-29a;Hommes;Brevet collèges ou CEP;Français de naissance;Ouvriers;Ouvriers non qual industrie;Famille monoparentale;Manoeuvres ou OS;Contrat subi;Pas d'horaire habituel;Souhaite plus d'heures;C3;Fab élec, info, machines
15-29a;Hommes;CAP/BEP;Français de naissance;Ouvriers;Ouvriers non qual industrie;Personne seule;Autres, nr;Contrat subi;Temps complet 35-39h;Souhaite plus d'heures;FZ;Construction
15-29a;Hommes;CAP/BEP;Français de naissance;Ouvriers;Ouvriers non qual industrie;Personne seule;Autres, nr;Contrat subi;Temps complet 35-39h;Souhaite plus d'heures;FZ;Construction
40-49a;Hommes;Bac techno/pro;Français de naissance;Ouvriers;Ouvriers qual manut, magasin, transport;Couple avec enfant(s);Autres, nr;Contrat choisi;Temps complet 35-39h;Souhaite pas plus d'heures;C5;Fab autres prod indus
15-29a;Hommes;Bac techno/pro;Français de naissance;Ouvriers;Chauffeurs;Famille monoparentale;Autres, nr;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;GZ;Commerce
15-29a;Hommes;CAP/BEP;Français de naissance;Ouvriers;Ouvriers non qual industrie;Couple avec enfant(s);Manoeuvres ou OS;Contrat choisi;Temps complet +40h;Souhaite pas plus d'heures;KZ;Autres secteurs
30-39a;Hommes;Sans diplôme;Français de naissance;Ouvriers;Ouvriers qual manut, magasin, transport;Couple avec enfant(s);Autres, nr;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;MN;Activ admin scientifqs et technqs
30-39a;Hommes;Sans diplôme;Français de naissance;Ouvriers;Ouvriers qual manut, magasin, transport;Couple avec enfant(s);Autres, nr;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;MN;Activ admin scientifqs et technqs
30-39a;Femmes;Sans diplôme;Etrangers;Ouvriers;Ouvriers non qual artisanat et agric;Famille monoparentale;Manoeuvres ou OS;Contrat subi;Pas d'horaire habituel;Souhaite pas plus d'heures;AZ;Autres secteurs
15-29a;Hommes;CAP/BEP;Français de naissance;Ouvriers;Ouvriers qual artisanat;Couple avec enfant(s);Ouvriers qual, techniciens d'atelier;Contrat choisi;Temps complet +40h;Souhaite pas plus d'heures;FZ;Construction
15-29a;Hommes;CAP/BEP;Français de naissance;Ouvriers;Ouvriers qual artisanat;Couple avec enfant(s);Ouvriers qual, techniciens d'atelier;Contrat subi;Temps complet +40h;Souhaite pas plus d'heures;FZ;Construction
30-39a;Hommes;Sans diplôme;Etrangers;Ouvriers;Ouvriers non qual industrie;Personne seule;Manoeuvres ou OS;Contrat subi;Temps complet 35-39h;Souhaite plus d'heures;C1;Fabrication alimentaire et tabacs
30-39a;Hommes;Sans diplôme;Etrangers;Ouvriers;Ouvriers non qual industrie;Personne seule;Manoeuvres ou OS;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;C1;Fabrication alimentaire et tabacs
40-49a;Hommes;Bac général;Français de naissance;Professions intermédiaires;Professions intermédiaires du privé;Couple sans enfant;Employés;Contrat subi;Temps partiel;Souhaite pas plus d'heures;MN;Activ admin scientifqs et technqs
15-29a;Hommes;Sans diplôme;Français de naissance;Ouvriers;Ouvriers non qual industrie;Personne seule;Manoeuvres ou OS;Contrat choisi;Temps complet 35-39h;Souhaite plus d'heures;C5;Fab autres prod indus
15-29a;Hommes;Bac général;Français de naissance;Ouvriers;Ouvriers non qual industrie;Autres ménages;Manoeuvres ou OS;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;C4;Fab matériel transp
15-29a;Hommes;Bac général;Français de naissance;Ouvriers;Ouvriers non qual industrie;Autres ménages;Manoeuvres ou OS;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;C4;Fab matériel transp
+50a;Femmes;Sans diplôme;Français de naissance;Ouvriers;Ouvriers qual manut, magasin, transport;Couple avec enfant(s);Ouvriers qual, techniciens d'atelier;Contrat choisi;Temps complet +40h;Souhaite pas plus d'heures;HZ;Transports et entreposage
+50a;Femmes;Sans diplôme;Français de naissance;Ouvriers;Ouvriers qual manut, magasin, transport;Couple avec enfant(s);Ouvriers qual, techniciens d'atelier;Contrat choisi;Temps complet +40h;Souhaite pas plus d'heures;HZ;Transports et entreposage
+50a;Femmes;Sans diplôme;Français de naissance;Ouvriers;Ouvriers qual manut, magasin, transport;Couple avec enfant(s);Ouvriers qual, techniciens d'atelier;Contrat choisi;Temps complet +40h;Souhaite pas plus d'heures;HZ;Transports et entreposage
+50a;Femmes;Sans diplôme;Français de naissance;Ouvriers;Ouvriers qual manut, magasin, transport;Couple avec enfant(s);Ouvriers qual, techniciens d'atelier;Contrat choisi;Temps complet +40h;Souhaite pas plus d'heures;HZ;Transports et entreposage
30-39a;Hommes;CAP/BEP;Français de naissance;Ouvriers;Ouvriers qual artisanat;Personne seule;Ouvriers qual, techniciens d'atelier;Contrat choisi;Temps complet 35-39h;Souhaite plus d'heures;FZ;Construction
+50a;Hommes;Sans diplôme;Français de naissance;Ouvriers;Ouvriers non qual artisanat et agric;Personne seule;Manoeuvres ou OS;Contrat subi;Pas d'horaire habituel;Souhaite plus d'heures;FZ;Construction
15-29a;Hommes;L2 ou équiv;Français de naissance;Employé-e-s;Employés admin du privé;Couple avec enfant(s);Employés;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;MN;Activ admin scientifqs et technqs
15-29a;Hommes;L2 ou équiv;Français de naissance;Ouvriers;Ouvriers qual artisanat;Couple sans enfant;Ouvriers qual, techniciens d'atelier;Contrat choisi;Temps complet +40h;Souhaite pas plus d'heures;MN;Activ admin scientifqs et technqs
15-29a;Femmes;L2 ou équiv;Français de naissance;Professions intermédiaires;Professions intermédiaires du privé;Couple avec enfant(s);Employés;Contrat choisi;Temps partiel;Souhaite plus d'heures;FZ;Construction
15-29a;Femmes;L2 ou équiv;Français de naissance;Professions intermédiaires;Professions intermédiaires du privé;Couple avec enfant(s);Employés;Contrat choisi;Temps partiel;Souhaite plus d'heures;AZ;Autres secteurs
30-39a;Femmes;L2 ou équiv;Français de naissance;Professions intermédiaires;Professions intermédiaires du privé;Couple avec enfant(s);Employés;Contrat choisi;Temps complet 35-39h;Souhaite plus d'heures;AZ;Autres secteurs
30-39a;Hommes;Sans diplôme;Français de naissance;Ouvriers;Ouvriers qual manut, magasin, transport;Couple avec enfant(s);Autres, nr;Contrat choisi;Temps complet 35-39h;Souhaite pas plus d'heures;C4;Fab matériel transp
15-29a;Hommes;Brevet collèges ou CEP;Français de naissance;Ouvriers;Ouvriers non qual industrie;Couple avec enfant(s);Manoeuvres ou OS;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;C4;Fab matériel transp
15-29a;Hommes;CAP/BEP;Français de naissance;Ouvriers;Ouvriers non qual industrie;Couple avec enfant(s);Manoeuvres ou OS;Contrat choisi;Temps complet 35-39h;Souhaite pas plus d'heures;C4;Fab matériel transp
30-39a;Hommes;Sans diplôme;Français de naissance;Ouvriers;Ouvriers qual manut, magasin, transport;Couple avec enfant(s);Autres, nr;Contrat choisi;Temps complet 35-39h;Souhaite pas plus d'heures;C4;Fab matériel transp
15-29a;Hommes;Brevet collèges ou CEP;Français de naissance;Ouvriers;Ouvriers non qual industrie;Couple avec enfant(s);Manoeuvres ou OS;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;C4;Fab matériel transp
15-29a;Hommes;CAP/BEP;Français de naissance;Ouvriers;Ouvriers non qual industrie;Couple avec enfant(s);Manoeuvres ou OS;Contrat choisi;Temps complet 35-39h;Souhaite pas plus d'heures;C4;Fab matériel transp
15-29a;Hommes;Brevet collèges ou CEP;Français de naissance;Ouvriers;Ouvriers non qual industrie;Couple avec enfant(s);Manoeuvres ou OS;Contrat subi;Temps complet 35-39h;Souhaite pas plus d'heures;C4;Fab matériel transp
